step,method,q,seed,ablation,alpha_mean,beta_mean
819200,TEL-PPO,55.0,456,baseline,6790.1259765625,17297.498046875
823296,TEL-PPO,55.0,456,baseline,6794.71142578125,17330.25390625
827392,TEL-PPO,55.0,456,baseline,6777.1689453125,17368.314453125
831488,TEL-PPO,55.0,456,baseline,6757.19970703125,17403.2890625
835584,TEL-PPO,55.0,456,baseline,6733.197265625,17451.2578125
839680,TEL-PPO,55.0,456,baseline,6732.30712890625,17466.64453125
843776,TEL-PPO,55.0,456,baseline,6730.458984375,17487.564453125
847872,TEL-PPO,55.0,456,baseline,6738.30712890625,17507.064453125
851968,TEL-PPO,55.0,456,baseline,6751.00732421875,17544.859375
856064,TEL-PPO,55.0,456,baseline,6735.07763671875,17569.1640625
860160,TEL-PPO,55.0,456,baseline,6726.28369140625,17617.662109375
864256,TEL-PPO,55.0,456,baseline,6748.35009765625,17728.146484375
868352,TEL-PPO,55.0,456,baseline,6820.8046875,17825.482421875
872448,TEL-PPO,55.0,456,baseline,6827.197265625,17905.6171875
876544,TEL-PPO,55.0,456,baseline,6842.37744140625,17975.36328125
880640,TEL-PPO,55.0,456,baseline,6848.3955078125,17996.12890625
884736,TEL-PPO,55.0,456,baseline,6857.41162109375,18057.962890625
888832,TEL-PPO,55.0,456,baseline,6902.68212890625,18143.068359375
892928,TEL-PPO,55.0,456,baseline,6932.70849609375,18204.775390625
897024,TEL-PPO,55.0,456,baseline,6946.40673828125,18259.201171875
901120,TEL-PPO,55.0,456,baseline,6955.7216796875,18322.748046875
905216,TEL-PPO,55.0,456,baseline,6974.7294921875,18359.998046875
909312,TEL-PPO,55.0,456,baseline,6959.6845703125,18416.859375
913408,TEL-PPO,55.0,456,baseline,6960.107421875,18443.681640625
917504,TEL-PPO,55.0,456,baseline,6974.70751953125,18422.134765625
921600,TEL-PPO,55.0,456,baseline,6991.91357421875,18430.927734375
925696,TEL-PPO,55.0,456,baseline,7001.421875,18444.890625
929792,TEL-PPO,55.0,456,baseline,7034.013671875,18429.34375
933888,TEL-PPO,55.0,456,baseline,7044.97314453125,18419.234375
937984,TEL-PPO,55.0,456,baseline,7027.58447265625,18440.923828125
942080,TEL-PPO,55.0,456,baseline,7019.4287109375,18468.484375
946176,TEL-PPO,55.0,456,baseline,7025.255859375,18491.05078125
950272,TEL-PPO,55.0,456,baseline,7005.55859375,18540.720703125
954368,TEL-PPO,55.0,456,baseline,7006.01171875,18570.4609375
958464,TEL-PPO,55.0,456,baseline,7031.2958984375,18567.109375
962560,TEL-PPO,55.0,456,baseline,7042.36328125,18601.4609375
966656,TEL-PPO,55.0,456,baseline,7074.7041015625,18635.9140625
970752,TEL-PPO,55.0,456,baseline,7062.04833984375,18694.060546875
974848,TEL-PPO,55.0,456,baseline,7054.2724609375,18743.55078125
978944,TEL-PPO,55.0,456,baseline,7029.4072265625,18786.287109375
983040,TEL-PPO,55.0,456,baseline,7038.52197265625,18828.828125
987136,TEL-PPO,55.0,456,baseline,7030.62158203125,18861.859375
991232,TEL-PPO,55.0,456,baseline,7028.7353515625,18870.666015625
995328,TEL-PPO,55.0,456,baseline,7078.54150390625,18921.068359375
999424,TEL-PPO,55.0,456,baseline,7119.849609375,18919.1015625
1003520,TEL-PPO,55.0,456,baseline,7127.1513671875,18951.390625
1007616,TEL-PPO,55.0,456,baseline,7110.37890625,18960.3125
1011712,TEL-PPO,55.0,456,baseline,7109.6435546875,18965.43359375
1015808,TEL-PPO,55.0,456,baseline,7115.2978515625,18983.455078125
1019904,TEL-PPO,55.0,456,baseline,7114.044921875,19059.783203125
1024000,TEL-PPO,55.0,456,baseline,7099.83251953125,19104.43359375
1028096,TEL-PPO,55.0,456,baseline,7105.65380859375,19190.76953125
1032192,TEL-PPO,55.0,456,baseline,7082.6953125,19248.798828125
1036288,TEL-PPO,55.0,456,baseline,7063.95849609375,19295.4765625
1040384,TEL-PPO,55.0,456,baseline,7054.689453125,19345.142578125
1044480,TEL-PPO,55.0,456,baseline,7061.72119140625,19373.62890625
1048576,TEL-PPO,55.0,456,baseline,7051.5830078125,19416.669921875
1052672,TEL-PPO,55.0,456,baseline,7083.884765625,19400.65234375
1056768,TEL-PPO,55.0,456,baseline,7098.30615234375,19401.123046875
1060864,TEL-PPO,55.0,456,baseline,7082.29931640625,19429.31640625
1064960,TEL-PPO,55.0,456,baseline,7070.64111328125,19471.171875
1069056,TEL-PPO,55.0,456,baseline,7100.1494140625,19449.228515625
1073152,TEL-PPO,55.0,456,baseline,7118.822265625,19429.568359375
1077248,TEL-PPO,55.0,456,baseline,7150.54931640625,19438.34375
1081344,TEL-PPO,55.0,456,baseline,7182.46533203125,19489.84765625
1085440,TEL-PPO,55.0,456,baseline,7212.54345703125,19503.048828125
1089536,TEL-PPO,55.0,456,baseline,7249.90625,19477.56640625
1093632,TEL-PPO,55.0,456,baseline,7280.28759765625,19456.876953125
1097728,TEL-PPO,55.0,456,baseline,7305.0322265625,19440.1171875
1101824,TEL-PPO,55.0,456,baseline,7311.25537109375,19462.224609375
1105920,TEL-PPO,55.0,456,baseline,7329.623046875,19446.962890625
1110016,TEL-PPO,55.0,456,baseline,7323.23291015625,19471.83203125
1114112,TEL-PPO,55.0,456,baseline,7344.91748046875,19472.0546875
1118208,TEL-PPO,55.0,456,baseline,7339.3486328125,19466.474609375
1122304,TEL-PPO,55.0,456,baseline,7313.7890625,19499.72265625
1126400,TEL-PPO,55.0,456,baseline,7318.97216796875,19536.103515625
1130496,TEL-PPO,55.0,456,baseline,7322.3759765625,19590.44921875
1134592,TEL-PPO,55.0,456,baseline,7300.8193359375,19651.890625
1138688,TEL-PPO,55.0,456,baseline,7284.92431640625,19685.1328125
1142784,TEL-PPO,55.0,456,baseline,7282.59326171875,19745.052734375
1146880,TEL-PPO,55.0,456,baseline,7276.6650390625,19779.25390625
1150976,TEL-PPO,55.0,456,baseline,7276.3212890625,19814.142578125
1155072,TEL-PPO,55.0,456,baseline,7260.81787109375,19854.51953125
1159168,TEL-PPO,55.0,456,baseline,7277.70654296875,19882.998046875
1163264,TEL-PPO,55.0,456,baseline,7314.85400390625,19849.287109375
1167360,TEL-PPO,55.0,456,baseline,7288.12548828125,19898.26953125
1171456,TEL-PPO,55.0,456,baseline,7269.3427734375,19924.685546875
1175552,TEL-PPO,55.0,456,baseline,7339.61669921875,20023.572265625
1179648,TEL-PPO,55.0,456,baseline,7411.82666015625,20155.177734375
1183744,TEL-PPO,55.0,456,baseline,7449.7998046875,20230.66796875
1187840,TEL-PPO,55.0,456,baseline,7467.79833984375,20289.99609375
1191936,TEL-PPO,55.0,456,baseline,7462.47265625,20364.3046875
1196032,TEL-PPO,55.0,456,baseline,7463.29638671875,20439.734375
1200128,TEL-PPO,55.0,456,baseline,7495.2001953125,20589.078125
1204224,TEL-PPO,55.0,456,baseline,7489.080078125,20697.70703125
1208320,TEL-PPO,55.0,456,baseline,7511.158203125,20799.90234375
1212416,TEL-PPO,55.0,456,baseline,7565.9130859375,20977.154296875
1216512,TEL-PPO,55.0,456,baseline,7620.55322265625,21119.4609375
1220608,TEL-PPO,55.0,456,baseline,7620.5947265625,21190.701171875
1224704,TEL-PPO,55.0,456,baseline,7652.8837890625,21263.267578125
1228800,TEL-PPO,55.0,456,baseline,7665.74755859375,21299.40234375
1232896,TEL-PPO,55.0,456,baseline,7669.41259765625,21339.61328125
1236992,TEL-PPO,55.0,456,baseline,7659.0849609375,21388.0078125
1241088,TEL-PPO,55.0,456,baseline,7684.365234375,21399.890625
1245184,TEL-PPO,55.0,456,baseline,7699.54345703125,21440.064453125
1249280,TEL-PPO,55.0,456,baseline,7708.15234375,21430.103515625
1253376,TEL-PPO,55.0,456,baseline,7698.54150390625,21447.736328125
1257472,TEL-PPO,55.0,456,baseline,7732.423828125,21425.193359375
1261568,TEL-PPO,55.0,456,baseline,7715.7138671875,21447.046875
1265664,TEL-PPO,55.0,456,baseline,7704.00146484375,21455.220703125
1269760,TEL-PPO,55.0,456,baseline,7714.49462890625,21448.0625
1273856,TEL-PPO,55.0,456,baseline,7737.74462890625,21437.732421875
1277952,TEL-PPO,55.0,456,baseline,7774.98193359375,21400.625
1282048,TEL-PPO,55.0,456,baseline,7776.154296875,21389.171875
1286144,TEL-PPO,55.0,456,baseline,7749.35400390625,21407.41015625
1290240,TEL-PPO,55.0,456,baseline,7737.560546875,21413.24609375
1294336,TEL-PPO,55.0,456,baseline,7719.46630859375,21418.291015625
1298432,TEL-PPO,55.0,456,baseline,7695.20703125,21443.361328125
1302528,TEL-PPO,55.0,456,baseline,7699.17578125,21441.046875
1306624,TEL-PPO,55.0,456,baseline,7695.65283203125,21470.017578125
1310720,TEL-PPO,55.0,456,baseline,7697.4404296875,21492.1875
1314816,TEL-PPO,55.0,456,baseline,7683.9140625,21512.3203125
1318912,TEL-PPO,55.0,456,baseline,7722.52880859375,21539.998046875
1323008,TEL-PPO,55.0,456,baseline,7739.44970703125,21525.2109375
1327104,TEL-PPO,55.0,456,baseline,7752.626953125,21528.39453125
1331200,TEL-PPO,55.0,456,baseline,7754.76171875,21549.66796875
1335296,TEL-PPO,55.0,456,baseline,7771.69091796875,21544.189453125
1339392,TEL-PPO,55.0,456,baseline,7767.7314453125,21555.19921875
1343488,TEL-PPO,55.0,456,baseline,7769.3408203125,21489.21875
1347584,TEL-PPO,55.0,456,baseline,7794.35205078125,21444.83203125
1351680,TEL-PPO,55.0,456,baseline,7755.81640625,21343.7890625
1355776,TEL-PPO,55.0,456,baseline,7759.40380859375,21407.95703125
1359872,TEL-PPO,55.0,456,baseline,7784.8125,21399.306640625
1363968,TEL-PPO,55.0,456,baseline,7765.01171875,21412.01171875
1368064,TEL-PPO,55.0,456,baseline,7754.509765625,21426.58203125
1372160,TEL-PPO,55.0,456,baseline,7730.02392578125,21471.048828125
1376256,TEL-PPO,55.0,456,baseline,7713.1142578125,21510.267578125
1380352,TEL-PPO,55.0,456,baseline,7730.7177734375,21528.408203125
1384448,TEL-PPO,55.0,456,baseline,7719.49267578125,21570.111328125
1388544,TEL-PPO,55.0,456,baseline,7734.205078125,21565.615234375
1392640,TEL-PPO,55.0,456,baseline,7706.06640625,21568.767578125
1396736,TEL-PPO,55.0,456,baseline,7716.71875,21540.421875
1400832,TEL-PPO,55.0,456,baseline,7737.0498046875,21503.826171875
1404928,TEL-PPO,55.0,456,baseline,7712.25146484375,21510.833984375
1409024,TEL-PPO,55.0,456,baseline,7741.58056640625,21485.212890625
1413120,TEL-PPO,55.0,456,baseline,7763.08740234375,21462.2578125
1417216,TEL-PPO,55.0,456,baseline,7779.8330078125,21450.70703125
1421312,TEL-PPO,55.0,456,baseline,7781.9697265625,21440.798828125
1425408,TEL-PPO,55.0,456,baseline,7764.05517578125,21459.021484375
1429504,TEL-PPO,55.0,456,baseline,7745.57763671875,21472.37890625
1433600,TEL-PPO,55.0,456,baseline,7752.5185546875,21455.759765625
1437696,TEL-PPO,55.0,456,baseline,7770.3857421875,21428.29296875
1441792,TEL-PPO,55.0,456,baseline,7803.33935546875,21386.833984375
1445888,TEL-PPO,55.0,456,baseline,7825.052734375,21362.052734375
1449984,TEL-PPO,55.0,456,baseline,7820.3203125,21372.587890625
1454080,TEL-PPO,55.0,456,baseline,7820.81298828125,21376.623046875
1458176,TEL-PPO,55.0,456,baseline,7820.93115234375,21456.65234375
1462272,TEL-PPO,55.0,456,baseline,7821.59619140625,21490.201171875
1466368,TEL-PPO,55.0,456,baseline,7840.61962890625,21533.576171875
1470464,TEL-PPO,55.0,456,baseline,7823.9775390625,21605.806640625
1474560,TEL-PPO,55.0,456,baseline,7846.07763671875,21647.515625
1478656,TEL-PPO,55.0,456,baseline,7827.0654296875,21685.53515625
1482752,TEL-PPO,55.0,456,baseline,7853.765625,21774.45703125
1486848,TEL-PPO,55.0,456,baseline,7849.75927734375,21866.26953125
1490944,TEL-PPO,55.0,456,baseline,7846.54931640625,21921.30078125
1495040,TEL-PPO,55.0,456,baseline,7815.6533203125,21964.013671875
1499136,TEL-PPO,55.0,456,baseline,7790.2861328125,21997.666015625
1503232,TEL-PPO,55.0,456,baseline,7809.69921875,21987.220703125
1507328,TEL-PPO,55.0,456,baseline,7831.13427734375,21979.029296875
1511424,TEL-PPO,55.0,456,baseline,7864.59228515625,21950.349609375
1515520,TEL-PPO,55.0,456,baseline,7841.4638671875,21979.58984375
1519616,TEL-PPO,55.0,456,baseline,7805.77197265625,21980.580078125
1523712,TEL-PPO,55.0,456,baseline,7821.6240234375,21938.138671875
1527808,TEL-PPO,55.0,456,baseline,7818.97119140625,21936.24609375
1531904,TEL-PPO,55.0,456,baseline,7847.76806640625,21934.943359375
1536000,TEL-PPO,55.0,456,baseline,7887.7353515625,21901.400390625
1540096,TEL-PPO,55.0,456,baseline,7921.744140625,21872.845703125
1544192,TEL-PPO,55.0,456,baseline,7935.47900390625,21880.978515625
1548288,TEL-PPO,55.0,456,baseline,7928.72509765625,21922.453125
1552384,TEL-PPO,55.0,456,baseline,7897.66796875,21963.666015625
1556480,TEL-PPO,55.0,456,baseline,7913.5048828125,21960.955078125
1560576,TEL-PPO,55.0,456,baseline,7885.38037109375,22006.30859375
1564672,TEL-PPO,55.0,456,baseline,7865.99560546875,22035.67578125
1568768,TEL-PPO,55.0,456,baseline,7881.09130859375,22026.01171875
1572864,TEL-PPO,55.0,456,baseline,7879.24560546875,22087.1953125
1576960,TEL-PPO,55.0,456,baseline,7861.9609375,22178.962890625
1581056,TEL-PPO,55.0,456,baseline,7845.32861328125,22220.759765625
1585152,TEL-PPO,55.0,456,baseline,7856.09326171875,22271.09375
1589248,TEL-PPO,55.0,456,baseline,7896.1357421875,22278.04296875
1593344,TEL-PPO,55.0,456,baseline,7887.4873046875,22325.328125
1597440,TEL-PPO,55.0,456,baseline,7899.1240234375,22341.890625
1601536,TEL-PPO,55.0,456,baseline,7925.26611328125,22329.216796875
1605632,TEL-PPO,55.0,456,baseline,7971.54443359375,22333.75390625
1609728,TEL-PPO,55.0,456,baseline,7954.64892578125,22376.0390625
1613824,TEL-PPO,55.0,456,baseline,7963.994140625,22366.056640625
1617920,TEL-PPO,55.0,456,baseline,7967.08154296875,22367.5703125
1622016,TEL-PPO,55.0,456,baseline,7987.3115234375,22330.5078125
1626112,TEL-PPO,55.0,456,baseline,7981.8828125,22317.4765625
1630208,TEL-PPO,55.0,456,baseline,7955.54296875,22336.513671875
1634304,TEL-PPO,55.0,456,baseline,7957.44873046875,22335.37890625
1638400,TEL-PPO,55.0,456,baseline,7982.4052734375,22306.669921875
1642496,TEL-PPO,55.0,456,baseline,7982.5615234375,22321.44140625
1646592,TEL-PPO,55.0,456,baseline,7976.0009765625,22331.11328125
1650688,TEL-PPO,55.0,456,baseline,7966.4453125,22335.921875
1654784,TEL-PPO,55.0,456,baseline,7938.994140625,22349.078125
1658880,TEL-PPO,55.0,456,baseline,7939.67822265625,22307.296875
1662976,TEL-PPO,55.0,456,baseline,7942.7451171875,22279.30078125
1667072,TEL-PPO,55.0,456,baseline,7938.9560546875,22294.34375
1671168,TEL-PPO,55.0,456,baseline,7945.0576171875,22308.5234375
1675264,TEL-PPO,55.0,456,baseline,7927.80419921875,22344.298828125
1679360,TEL-PPO,55.0,456,baseline,7949.294921875,22360.048828125
1683456,TEL-PPO,55.0,456,baseline,7979.9833984375,22340.04296875
1687552,TEL-PPO,55.0,456,baseline,8011.80126953125,22337.931640625
1691648,TEL-PPO,55.0,456,baseline,7995.72998046875,22382.94140625
1695744,TEL-PPO,55.0,456,baseline,7979.5146484375,22415.634765625
1699840,TEL-PPO,55.0,456,baseline,8011.4912109375,22446.013671875
1703936,TEL-PPO,55.0,456,baseline,8050.787109375,22410.470703125
1708032,TEL-PPO,55.0,456,baseline,8067.87939453125,22443.21875
1712128,TEL-PPO,55.0,456,baseline,8091.62841796875,22443.80859375
1716224,TEL-PPO,55.0,456,baseline,8118.39697265625,22415.7890625
1720320,TEL-PPO,55.0,456,baseline,8143.748046875,22389.330078125
1724416,TEL-PPO,55.0,456,baseline,8180.37451171875,22350.240234375
1728512,TEL-PPO,55.0,456,baseline,8172.138671875,22394.07421875
1732608,TEL-PPO,55.0,456,baseline,8202.4931640625,22488.412109375
1736704,TEL-PPO,55.0,456,baseline,8221.05859375,22532.5078125
1740800,TEL-PPO,55.0,456,baseline,8207.025390625,22565.408203125
1744896,TEL-PPO,55.0,456,baseline,8200.541015625,22596.69140625
1748992,TEL-PPO,55.0,456,baseline,8183.40283203125,22594.162109375
1753088,TEL-PPO,55.0,456,baseline,8171.3857421875,22576.45703125
1757184,TEL-PPO,55.0,456,baseline,8146.99609375,22611.181640625
1761280,TEL-PPO,55.0,456,baseline,8177.95654296875,22620.884765625
1765376,TEL-PPO,55.0,456,baseline,8150.3837890625,22668.37109375
1769472,TEL-PPO,55.0,456,baseline,8134.78173828125,22691.1953125
1773568,TEL-PPO,55.0,456,baseline,8144.8525390625,22694.607421875
1777664,TEL-PPO,55.0,456,baseline,8153.16357421875,22706.947265625
1781760,TEL-PPO,55.0,456,baseline,8149.19482421875,22752.251953125
1785856,TEL-PPO,55.0,456,baseline,8120.28955078125,22792.458984375
1789952,TEL-PPO,55.0,456,baseline,8098.82666015625,22826.0625
1794048,TEL-PPO,55.0,456,baseline,8085.13671875,22864.083984375
1798144,TEL-PPO,55.0,456,baseline,8078.822265625,22888.568359375
1802240,TEL-PPO,55.0,456,baseline,8050.5693359375,22940.453125
1806336,TEL-PPO,55.0,456,baseline,8030.61279296875,22971.453125
1810432,TEL-PPO,55.0,456,baseline,8029.1650390625,22975.375
1814528,TEL-PPO,55.0,456,baseline,8031.29541015625,22987.689453125
1818624,TEL-PPO,55.0,456,baseline,8020.15771484375,23019.541015625
1822720,TEL-PPO,55.0,456,baseline,8020.52880859375,23046.470703125
1826816,TEL-PPO,55.0,456,baseline,8005.08544921875,23076.103515625
1830912,TEL-PPO,55.0,456,baseline,8004.833984375,23081.435546875
1835008,TEL-PPO,55.0,456,baseline,8012.23779296875,23059.080078125
1839104,TEL-PPO,55.0,456,baseline,8045.169921875,23079.5078125
1843200,TEL-PPO,55.0,456,baseline,8084.416015625,23063.46484375
1847296,TEL-PPO,55.0,456,baseline,8108.58544921875,23041.26171875
1851392,TEL-PPO,55.0,456,baseline,8108.6162109375,23093.03125
1855488,TEL-PPO,55.0,456,baseline,8093.62255859375,23122.4609375
1859584,TEL-PPO,55.0,456,baseline,8116.41064453125,23107.083984375
1863680,TEL-PPO,55.0,456,baseline,8097.33154296875,23126.43359375
1867776,TEL-PPO,55.0,456,baseline,8112.38720703125,23105.943359375
1871872,TEL-PPO,55.0,456,baseline,8080.14501953125,23079.28125
1875968,TEL-PPO,55.0,456,baseline,8043.4619140625,23107.90234375
1880064,TEL-PPO,55.0,456,baseline,8011.2724609375,23122.48046875
1884160,TEL-PPO,55.0,456,baseline,8026.46728515625,23079.787109375
1888256,TEL-PPO,55.0,456,baseline,7992.626953125,23108.96484375
1892352,TEL-PPO,55.0,456,baseline,7974.9482421875,23125.2265625
1896448,TEL-PPO,55.0,456,baseline,7952.44873046875,23143.49609375
1900544,TEL-PPO,55.0,456,baseline,7950.34375,23122.900390625
1904640,TEL-PPO,55.0,456,baseline,7948.3095703125,23155.587890625
1908736,TEL-PPO,55.0,456,baseline,7945.00048828125,23179.73046875
1912832,TEL-PPO,55.0,456,baseline,7941.86083984375,23171.935546875
1916928,TEL-PPO,55.0,456,baseline,7951.6630859375,23200.1640625
1921024,TEL-PPO,55.0,456,baseline,8003.578125,23312.015625
1925120,TEL-PPO,55.0,456,baseline,7995.302734375,23396.15234375
1929216,TEL-PPO,55.0,456,baseline,7989.36328125,23450.37109375
1933312,TEL-PPO,55.0,456,baseline,7964.94580078125,23514.166015625
1937408,TEL-PPO,55.0,456,baseline,7964.51416015625,23519.66015625
1941504,TEL-PPO,55.0,456,baseline,7955.1298828125,23506.1953125
1945600,TEL-PPO,55.0,456,baseline,7933.5478515625,23523.185546875
1949696,TEL-PPO,55.0,456,baseline,8014.77734375,23649.724609375
1953792,TEL-PPO,55.0,456,baseline,8063.85888671875,23707.8515625
1957888,TEL-PPO,55.0,456,baseline,8041.55029296875,23759.29296875
1961984,TEL-PPO,55.0,456,baseline,8005.38427734375,23736.654296875
1966080,TEL-PPO,55.0,456,baseline,8000.1591796875,23722.40625
1970176,TEL-PPO,55.0,456,baseline,7986.3974609375,23727.5546875
1974272,TEL-PPO,55.0,456,baseline,7974.7138671875,23731.787109375
1978368,TEL-PPO,55.0,456,baseline,7987.45458984375,23711.517578125
1982464,TEL-PPO,55.0,456,baseline,8000.517578125,23818.859375
1986560,TEL-PPO,55.0,456,baseline,7970.50341796875,23869.0078125
1990656,TEL-PPO,55.0,456,baseline,7945.7060546875,23907.80859375
1994752,TEL-PPO,55.0,456,baseline,7947.7587890625,23904.875
1998848,TEL-PPO,55.0,456,baseline,7924.9990234375,23863.431640625
2002944,TEL-PPO,55.0,456,baseline,7936.64599609375,23838.0
2007040,TEL-PPO,55.0,456,baseline,7919.7255859375,23825.798828125
2011136,TEL-PPO,55.0,456,baseline,7921.52294921875,23882.96484375
2015232,TEL-PPO,55.0,456,baseline,7931.2705078125,23984.72265625
2019328,TEL-PPO,55.0,456,baseline,7969.66748046875,24017.287109375
2023424,TEL-PPO,55.0,456,baseline,7965.2763671875,24066.9453125
2027520,TEL-PPO,55.0,456,baseline,7956.78857421875,24095.431640625
2031616,TEL-PPO,55.0,456,baseline,7971.2724609375,24099.73828125
2035712,TEL-PPO,55.0,456,baseline,7959.42724609375,24135.841796875
2039808,TEL-PPO,55.0,456,baseline,7975.7275390625,24181.810546875
2043904,TEL-PPO,55.0,456,baseline,7997.1982421875,24228.34375
2048000,TEL-PPO,55.0,456,baseline,7987.94287109375,24175.16796875
2052096,TEL-PPO,55.0,456,baseline,8000.61865234375,24136.416015625
2056192,TEL-PPO,55.0,456,baseline,7983.9169921875,24164.205078125
2060288,TEL-PPO,55.0,456,baseline,7980.2451171875,24202.296875
2064384,TEL-PPO,55.0,456,baseline,7980.0849609375,24100.75390625
2068480,TEL-PPO,55.0,456,baseline,7933.15869140625,24081.966796875
2072576,TEL-PPO,55.0,456,baseline,7908.08056640625,24094.46484375
2076672,TEL-PPO,55.0,456,baseline,7887.84326171875,24098.23828125
2080768,TEL-PPO,55.0,456,baseline,7851.03515625,24136.548828125
2084864,TEL-PPO,55.0,456,baseline,7819.14794921875,24160.91015625
2088960,TEL-PPO,55.0,456,baseline,7803.56298828125,24177.81640625
2093056,TEL-PPO,55.0,456,baseline,7791.7939453125,24189.1328125
2097152,TEL-PPO,55.0,456,baseline,7829.81787109375,24154.091796875
2101248,TEL-PPO,55.0,456,baseline,7834.263671875,24176.244140625
2105344,TEL-PPO,55.0,456,baseline,7862.0703125,24154.83203125
2109440,TEL-PPO,55.0,456,baseline,7862.61572265625,24188.201171875
2113536,TEL-PPO,55.0,456,baseline,7867.73974609375,24205.041015625
2117632,TEL-PPO,55.0,456,baseline,7850.95947265625,24235.73046875
2121728,TEL-PPO,55.0,456,baseline,7882.89599609375,24248.810546875
2125824,TEL-PPO,55.0,456,baseline,7921.400390625,24211.513671875
2129920,TEL-PPO,55.0,456,baseline,7937.1689453125,24205.998046875
2134016,TEL-PPO,55.0,456,baseline,7936.24658203125,24218.83203125
2138112,TEL-PPO,55.0,456,baseline,7944.4482421875,24207.919921875
2142208,TEL-PPO,55.0,456,baseline,7966.54248046875,24162.416015625
2146304,TEL-PPO,55.0,456,baseline,7960.47021484375,24137.92578125
2150400,TEL-PPO,55.0,456,baseline,7977.833984375,24110.94921875
2154496,TEL-PPO,55.0,456,baseline,7970.0498046875,24096.802734375
2158592,TEL-PPO,55.0,456,baseline,8000.62890625,24139.5546875
2162688,TEL-PPO,55.0,456,baseline,8015.02001953125,24187.6171875
2166784,TEL-PPO,55.0,456,baseline,8011.91796875,24116.5390625
2170880,TEL-PPO,55.0,456,baseline,7969.294921875,24112.197265625
2174976,TEL-PPO,55.0,456,baseline,7963.046875,24069.98828125
2179072,TEL-PPO,55.0,456,baseline,7973.9345703125,24011.955078125
2183168,TEL-PPO,55.0,456,baseline,7955.66064453125,24004.115234375
2187264,TEL-PPO,55.0,456,baseline,7932.49169921875,24048.80078125
2191360,TEL-PPO,55.0,456,baseline,7917.7841796875,24088.30078125
2195456,TEL-PPO,55.0,456,baseline,7937.5244140625,24102.2109375
2199552,TEL-PPO,55.0,456,baseline,7935.32275390625,24074.67578125
2203648,TEL-PPO,55.0,456,baseline,7946.3486328125,24124.8125
2207744,TEL-PPO,55.0,456,baseline,7943.4423828125,24107.099609375
2211840,TEL-PPO,55.0,456,baseline,7961.47021484375,24093.31640625
2215936,TEL-PPO,55.0,456,baseline,7945.76123046875,24130.228515625
2220032,TEL-PPO,55.0,456,baseline,7941.654296875,24182.701171875
2224128,TEL-PPO,55.0,456,baseline,7914.072265625,24224.7578125
2228224,TEL-PPO,55.0,456,baseline,7891.630859375,24258.349609375
2232320,TEL-PPO,55.0,456,baseline,7874.20458984375,24307.1796875
2236416,TEL-PPO,55.0,456,baseline,7883.0087890625,24361.330078125
2240512,TEL-PPO,55.0,456,baseline,7919.87744140625,24331.525390625
2244608,TEL-PPO,55.0,456,baseline,7943.06201171875,24308.904296875
2248704,TEL-PPO,55.0,456,baseline,7917.16357421875,24344.419921875
2252800,TEL-PPO,55.0,456,baseline,7893.91650390625,24377.310546875
2256896,TEL-PPO,55.0,456,baseline,7891.7021484375,24395.78125
2260992,TEL-PPO,55.0,456,baseline,7884.7294921875,24420.3984375
2265088,TEL-PPO,55.0,456,baseline,7903.033203125,24405.541015625
2269184,TEL-PPO,55.0,456,baseline,7919.91162109375,24316.884765625
2273280,TEL-PPO,55.0,456,baseline,7904.041015625,24321.763671875
2277376,TEL-PPO,55.0,456,baseline,7871.1044921875,24361.55859375
2281472,TEL-PPO,55.0,456,baseline,7862.4697265625,24353.029296875
2285568,TEL-PPO,55.0,456,baseline,7879.6650390625,24336.46875
2289664,TEL-PPO,55.0,456,baseline,7883.69189453125,24362.140625
2293760,TEL-PPO,55.0,456,baseline,7855.87451171875,24408.75390625
2297856,TEL-PPO,55.0,456,baseline,7834.95458984375,24435.150390625
2301952,TEL-PPO,55.0,456,baseline,7828.8974609375,24444.5625
2306048,TEL-PPO,55.0,456,baseline,7811.40966796875,24505.17578125
2310144,TEL-PPO,55.0,456,baseline,7802.55126953125,24565.912109375
2314240,TEL-PPO,55.0,456,baseline,7821.9296875,24594.1171875
2318336,TEL-PPO,55.0,456,baseline,7836.39892578125,24590.375
2322432,TEL-PPO,55.0,456,baseline,7820.5673828125,24643.142578125
2326528,TEL-PPO,55.0,456,baseline,7810.07861328125,24669.3203125
2330624,TEL-PPO,55.0,456,baseline,7842.88134765625,24647.900390625
2334720,TEL-PPO,55.0,456,baseline,7828.01806640625,24666.3828125
2338816,TEL-PPO,55.0,456,baseline,7792.4248046875,24707.279296875
2342912,TEL-PPO,55.0,456,baseline,7798.3466796875,24675.349609375
2347008,TEL-PPO,55.0,456,baseline,7812.88330078125,24590.884765625
2351104,TEL-PPO,55.0,456,baseline,7821.2607421875,24502.060546875
2355200,TEL-PPO,55.0,456,baseline,7784.373046875,24475.740234375
2359296,TEL-PPO,55.0,456,baseline,7761.72216796875,24457.896484375
2363392,TEL-PPO,55.0,456,baseline,7727.71923828125,24491.572265625
2367488,TEL-PPO,55.0,456,baseline,7698.70166015625,24513.232421875
2371584,TEL-PPO,55.0,456,baseline,7685.14794921875,24537.986328125
2375680,TEL-PPO,55.0,456,baseline,7673.8671875,24568.69921875
2379776,TEL-PPO,55.0,456,baseline,7655.826171875,24595.763671875
2383872,TEL-PPO,55.0,456,baseline,7669.17529296875,24600.43359375
